2010-01-07, 5
2010-01-08, 5
2010-01-11, 3
2010-01-12, 1
2010-01-13, 2
2010-01-14, 4
2010-01-15, 2
2010-01-18, 1
2010-01-19, 3
2010-01-20, 2
2010-01-21, 4
2010-01-22, 7
2010-01-24, 1
2010-01-25, 1
2010-01-26, 3
2010-01-27, 3
2010-01-28, 3
2010-01-29, 1
2010-02-01, 1
2010-02-02, 2
2010-02-03, 3
2010-02-04, 3
2010-02-09, 1
2010-02-11, 2
2010-02-13, 1
2010-02-16, 4
2010-02-17, 3
2010-02-18, 3
2010-02-19, 7
2010-02-20, 15
2010-02-21, 13
2010-02-22, 3
2010-02-23, 3
2010-02-24, 3
2010-02-25, 2
2010-02-28, 1
2010-03-01, 8
2010-03-02, 3
2010-03-03, 3
2010-03-08, 4
2010-03-09, 3
2010-03-10, 4
2010-03-11, 4
2010-03-12, 3
2010-03-15, 2
2010-03-16, 2
2010-03-17, 3
2010-03-18, 3
2010-03-19, 1
2010-03-20, 1
2010-03-22, 3
2010-03-23, 1
2010-03-24, 2
2010-03-25, 6
2010-03-26, 8
2010-03-28, 1
2010-03-29, 2
2010-03-30, 3
2010-03-31, 3
2010-04-01, 5
2010-04-02, 6
2010-04-03, 1
2010-04-05, 1
2010-04-06, 4
2010-04-07, 5
2010-04-08, 15
2010-04-09, 5
2010-04-12, 2
2010-04-13, 2
2010-04-14, 4
2010-04-15, 2
2010-04-16, 3
